nombre_torneo,nombre_especialidad,nombre_deportista,intento,marca,posicion
Torneo de Qatar,lanzamiento de bala,Jacko GILL,7,2481,3
Torneo de Qatar,lanzamiento de disco,Whitney ASHLEY,9,7905,1
Torneo de Qatar,lanzamiento de disco,Valarie ALLMAN,1,7808,2
Torneo de Qatar,lanzamiento de disco,Martin WIERIG,4,7805,3
Torneo de Qatar,lanzamiento de jabalina,Bernhard SEIFERT,4,9958,1
Torneo de Qatar,lanzamiento de jabalina,Shiying LIU,6,9952,2
Torneo de Qatar,lanzamiento de jabalina,Martina RATEJ,9,9879,3
Torneo de Qatar,lanzamiento de martillo,DeAnna PRICE,9,8979,1
Torneo de Qatar,lanzamiento de martillo,Nick MILLER,4,8977,2
Torneo de Qatar,lanzamiento de martillo,Özkan BALTACI,7,8947,3
Torneo de Qatar,salto con pertiga,Olivia GRUVER,9,667,1
Torneo de Qatar,salto con pertiga,Augusto DUTRA,9,667,2
Torneo de Qatar,salto con pertiga,Jennifer SUHR,4,667,3
Torneo de Qatar,salto de altura,Nafissatou THIAM,10,261,1
Torneo de Qatar,salto de altura,Daniela STANCIU,5,260,2
Torneo de Qatar,salto de altura,Erika KINSEY,7,259,3
Torneo de Qatar,salto largo,Xinglong GAO,3,956,1
Torneo de Qatar,salto largo,Will CLAYE,4,955,2
Torneo de Qatar,salto largo,Chantel MALONE,4,951,3
Torneo de Qatar,salto triple,Christian TAYLOR,2,1994,1
Torneo de Qatar,salto triple,Benjamin WILLIAMS,3,1988,2
Torneo de Qatar,salto triple,Necatí ER,2,1986,3
Torneo de Romania,carrera 100 m,Tynia GAITHER,1,9769,1
Torneo de Romania,carrera 100 m,Marie-Josée TA LOU,1,9778,2
Torneo de Romania,carrera 100 m,Shelly-Ann FRASER-PRYCE,1,9780,3
Torneo de Romania,carrera 10000 m,Stewart MCSWEYN,1,1608543,1
Torneo de Romania,carrera 10000 m,Berehanu TSEGU,1,1611961,2
Torneo de Romania,carrera 10000 m,Hellen OBIRI,1,1624592,3
Torneo de Romania,carrera 110 m con vallas,Antonio ALKANA,1,12099,1
Torneo de Romania,carrera 110 m con vallas,Wenjun XIE,1,12121,2
Torneo de Romania,carrera 110 m con vallas,Brianna MCNEAL,1,12124,3
Torneo de Romania,carrera 1500 m,Sifan HASSAN,1,209204,1
Torneo de Romania,carrera 1500 m,Jenny SIMPSON,1,209706,2
Torneo de Romania,carrera 1500 m,Konstanze KLOSTERHALFEN,1,210267,3
Torneo de Romania,carrera 200 m,Ivet LALOVA-COLLIO,1,19509,1
Torneo de Romania,carrera 200 m,Noah LYLES,1,19537,2
Torneo de Romania,carrera 200 m,Mario BURKE,1,19541,3
Torneo de Romania,carrera 21000 m,Seifu TURA,1,3482662,1
Torneo de Romania,carrera 21000 m,Roza DEREJE,1,3503980,2
Torneo de Romania,carrera 21000 m,Edwin KIPTOO,1,3504513,3
Torneo de Romania,carrera 3000 m con vallas,Luiza GEGA,1,482124,1
Torneo de Romania,carrera 3000 m con vallas,Lawrence Kemboi KIPSANG,1,482262,2
Torneo de Romania,carrera 3000 m con vallas,Winfred Mutile YAVI,1,482280,3
Torneo de Romania,carrera 400 m,Michael CHERRY,1,43514,1
Torneo de Romania,carrera 400 m,Vernon NORWOOD,1,43610,2
Torneo de Romania,carrera 400 m,Machel CEDENIO,1,43644,3
Torneo de Romania,carrera 400 m con vallas,Kyron MCMASTER,1,46300,1
Torneo de Romania,carrera 400 m con vallas,Amalie IUEL,1,46394,2
Torneo de Romania,carrera 400 m con vallas,Sokwakhana ZAZINI,1,46424,3
Torneo de Romania,carrera 42000 m,Shura KITATA,1,7439520,1
Torneo de Romania,carrera 42000 m,Roza DEREJE,1,7456016,2
Torneo de Romania,carrera 42000 m,Ruti AGA,1,7469299,3
Torneo de Romania,carrera 5000 m,Stanley Waithaka MBURU,1,777660,1
Torneo de Romania,carrera 5000 m,Eva CHERONO,1,777963,2
Torneo de Romania,carrera 5000 m,Edward Zakayo PINGUA,1,779718,3
Torneo de Romania,carrera 800 m,Laura MUIR,1,101939,1
Torneo de Romania,carrera 800 m,Natoya GOULE,1,101944,2
Torneo de Romania,carrera 800 m,Jonathan KITILIT,1,101997,3
Torneo de Romania,lanzamiento de bala,Ryan CROUSER,8,2519,1
Torneo de Romania,lanzamiento de bala,Anna AVDEYEVA,9,2515,2
Torneo de Romania,lanzamiento de bala,Christina SCHWANITZ,2,2514,3
Torneo de Romania,lanzamiento de disco,Shadae LAWRENCE,10,7874,1
Torneo de Romania,lanzamiento de disco,Yekaterina STROKOVA,10,7856,2
Torneo de Romania,lanzamiento de disco,Lois Maikel MARTÍNEZ,7,7820,3
Torneo de Romania,lanzamiento de jabalina,Julius YEGO,6,9952,1
Torneo de Romania,lanzamiento de jabalina,Huihui LYU,10,9940,2
Torneo de Romania,lanzamiento de jabalina,Shiying LIU,1,9920,3
Torneo de Romania,lanzamiento de martillo,Iryna KLYMETS,3,8983,1
Torneo de Romania,lanzamiento de martillo,Laura IGAUNE,4,8975,2
Torneo de Romania,lanzamiento de martillo,Serhiy REHEDA,9,8969,3
Torneo de Romania,salto con pertiga,Sondre GUTTORMSEN,5,667,1
Torneo de Romania,salto con pertiga,Katerina STEFANIDI,5,667,2
Torneo de Romania,salto con pertiga,Paweł WOJCIECHOWSKI,3,667,3
Torneo de Romania,salto de altura,Yuliya LEVCHENKO,7,261,1
Torneo de Romania,salto de altura,Michael MASON,7,261,2
Torneo de Romania,salto de altura,Katarina JOHNSON-THOMPSON,10,261,3
Torneo de Romania,salto largo,Xinglong GAO,9,956,1
Torneo de Romania,salto largo,Keturah ORJI,6,955,2
Torneo de Romania,salto largo,Abigail IROZURU,5,952,3
Torneo de Romania,salto triple,Nadia EKE,2,1995,1
Torneo de Romania,salto triple,Nelson ÉVORA,9,1991,2
Torneo de Romania,salto triple,Ruiting WU,1,1987,3
Torneo de Russia,carrera 100 m,Twanisha TERRY,1,9788,1
Torneo de Russia,carrera 100 m,Teahna DANIELS,1,9809,2
Torneo de Russia,carrera 100 m,Aaron BROWN,1,9814,3
Torneo de Russia,carrera 10000 m,Gete ALEMAYEHU,1,1608667,1
Torneo de Russia,carrera 10000 m,Agnes Jebet TIROP,1,1608740,2
Torneo de Russia,carrera 10000 m,Girmawit GEBRZIHAIR,1,1609841,3
Torneo de Russia,carrera 110 m con vallas,Antonio ALKANA,1,12133,1
Torneo de Russia,carrera 110 m con vallas,Elvira HERMAN,1,12247,2
Torneo de Russia,carrera 110 m con vallas,Nadine VISSER,1,12297,3
Torneo de Russia,carrera 1500 m,Josh KERR,1,210141,1
Torneo de Russia,carrera 1500 m,Ayanleh SOULEIMAN,1,210772,2
Torneo de Russia,carrera 1500 m,Ronald MUSAGALA,1,210785,3
Torneo de Russia,carrera 200 m,Dezerea BRYANT,1,19821,1
Torneo de Russia,carrera 200 m,Bernardo BALOYES,1,19833,2
Torneo de Russia,carrera 200 m,Cravon GILLESPIE,1,19839,3
Torneo de Russia,carrera 21000 m,Lonah Chemtai SALPETER,1,3481643,1
Torneo de Russia,carrera 21000 m,Abadi HADIS,1,3505098,2
Torneo de Russia,carrera 21000 m,Jemal Yimer MEKONNEN,1,3513942,3
Torneo de Russia,carrera 3000 m con vallas,Winfred Mutile YAVI,1,481822,1
Torneo de Russia,carrera 3000 m con vallas,Djilali BEDRANI,1,482667,2
Torneo de Russia,carrera 3000 m con vallas,Andrew BAYER,1,483120,3
Torneo de Russia,carrera 400 m,Laviai NIELSEN,1,43710,1
Torneo de Russia,carrera 400 m,Shaunae MILLER-UIBO,1,43772,2
Torneo de Russia,carrera 400 m,Akeem BLOOMFIELD,1,43918,3
Torneo de Russia,carrera 400 m con vallas,Aminat JAMAL,1,46180,1
Torneo de Russia,carrera 400 m con vallas,Kori CARTER,1,46206,2
Torneo de Russia,carrera 400 m con vallas,Sydney MCLAUGHLIN,1,46208,3
Torneo de Russia,carrera 42000 m,Azmera GEBRU,1,7303562,1
Torneo de Russia,carrera 42000 m,Degitu AZIMERAW,1,7307624,2
Torneo de Russia,carrera 42000 m,Gladys CHERONO,1,7309791,3
Torneo de Russia,carrera 5000 m,Joshua CHEPTEGEI,1,772389,1
Torneo de Russia,carrera 5000 m,Karoline Bjerkeli GRØVDAL,1,773923,2
Torneo de Russia,carrera 5000 m,Jakob INGEBRIGTSEN,1,783553,3
Torneo de Russia,carrera 800 m,Donavan BRAZIER,1,102326,1
Torneo de Russia,carrera 800 m,Hanna GREEN,1,102334,2
Torneo de Russia,carrera 800 m,Raevyn ROGERS,1,102730,3
Torneo de Russia,lanzamiento de bala,Danniel THOMAS-DODD,9,2520,1
Torneo de Russia,lanzamiento de bala,Dimitriana SURDU,2,2510,2
Torneo de Russia,lanzamiento de bala,Brittany CREW,6,2505,3
Torneo de Russia,lanzamiento de disco,Yelena PANOVA,9,7860,1
Torneo de Russia,lanzamiento de disco,Kelsey CARD,10,7850,2
Torneo de Russia,lanzamiento de disco,Fernanda MARTINS,5,7834,3
Torneo de Russia,lanzamiento de jabalina,Elizabeth GLEADLE,2,9947,1
Torneo de Russia,lanzamiento de jabalina,Shiying LIU,1,9888,2
Torneo de Russia,lanzamiento de jabalina,Ariana INCE,5,9868,3
Torneo de Russia,lanzamiento de martillo,Alexandra TAVERNIER,9,8990,1
Torneo de Russia,lanzamiento de martillo,Eivind HENRIKSEN,1,8978,2
Torneo de Russia,lanzamiento de martillo,Serhiy REHEDA,9,8975,3
Torneo de Russia,salto con pertiga,Tina ŠUTEJ,2,665,1
Torneo de Russia,salto con pertiga,Huiqin XU,10,665,2
Torneo de Russia,salto con pertiga,Cole WALSH,9,659,3
Torneo de Russia,salto de altura,Michael MASON,5,261,1
Torneo de Russia,salto de altura,Mirela DEMIREVA,2,260,2
Torneo de Russia,salto de altura,Hamish KERR,2,260,3
Torneo de Russia,salto largo,Yuki HASHIOKA,6,955,1
Torneo de Russia,salto largo,Maryna BEKH-ROMANCHUK,3,951,2
Torneo de Russia,salto largo,Tajay GAYLE,1,950,3
Torneo de Russia,salto triple,Ana PELETEIRO,4,1993,1
Torneo de Russia,salto triple,Omar CRADDOCK,6,1989,2
Torneo de Russia,salto triple,Benjamin WILLIAMS,9,1984,3
Torneo de Rwanda,carrera 100 m,Aaron BROWN,1,9779,1
Torneo de Rwanda,carrera 100 m,Divine ODUDURU,1,9795,2
Torneo de Rwanda,carrera 100 m,Michael RODGERS,1,9798,3
Torneo de Rwanda,carrera 10000 m,Susan KRUMINS,1,1609150,1
Torneo de Rwanda,carrera 10000 m,Abadi HADIS,1,1609765,2
Torneo de Rwanda,carrera 10000 m,Stewart MCSWEYN,1,1611338,3
Torneo de Rwanda,carrera 110 m con vallas,Payton CHADWICK,1,12127,1
Torneo de Rwanda,carrera 110 m con vallas,Omar MCLEOD,1,12170,2
Torneo de Rwanda,carrera 110 m con vallas,Queen CLAYE,1,12201,3
Torneo de Rwanda,carrera 1500 m,Ronald MUSAGALA,1,209395,1
Torneo de Rwanda,carrera 1500 m,Gabriela DEBUES-STAFFORD,1,211544,2
Torneo de Rwanda,carrera 1500 m,Genzebe DIBABA,1,213489,3
Torneo de Rwanda,carrera 200 m,Salwa Eid NASER,1,19536,1
Torneo de Rwanda,carrera 200 m,Zhenye XIE,1,19571,2
Torneo de Rwanda,carrera 200 m,ShaCarri RICHARDSON,1,19590,3
Torneo de Rwanda,carrera 21000 m,Dibabe KUMA,1,3492139,1
Torneo de Rwanda,carrera 21000 m,Birhane DIBABA,1,3498831,2
Torneo de Rwanda,carrera 21000 m,Seifu TURA,1,3505596,3
Torneo de Rwanda,carrera 3000 m con vallas,Norah JERUTO,1,483281,1
Torneo de Rwanda,carrera 3000 m con vallas,Mekides ABEBE,1,483306,2
Torneo de Rwanda,carrera 3000 m con vallas,Hillary BOR,1,485837,3
Torneo de Rwanda,carrera 400 m,Stephenie Ann MCPHERSON,1,43513,1
Torneo de Rwanda,carrera 400 m,Phyllis FRANCIS,1,43598,2
Torneo de Rwanda,carrera 400 m,Shakima WIMBLEY,1,43651,3
Torneo de Rwanda,carrera 400 m con vallas,Anna RYZHYKOVA,1,46301,1
Torneo de Rwanda,carrera 400 m con vallas,Dalilah MUHAMMAD,1,46367,2
Torneo de Rwanda,carrera 400 m con vallas,Amalie IUEL,1,46380,3
Torneo de Rwanda,carrera 42000 m,Herpasa NEGASA,1,7308510,1
Torneo de Rwanda,carrera 42000 m,Brigid KOSGEI,1,7331094,2
Torneo de Rwanda,carrera 42000 m,Evans CHEBET,1,7339980,3
Torneo de Rwanda,carrera 5000 m,Mohammed AHMED,1,772894,1
Torneo de Rwanda,carrera 5000 m,Jacob KROP,1,773067,2
Torneo de Rwanda,carrera 5000 m,William KINCAID,1,774560,3
Torneo de Rwanda,carrera 800 m,Jackline WAMBUI,1,102132,1
Torneo de Rwanda,carrera 800 m,Abubaker Haydar ABDALLA,1,102168,2
Torneo de Rwanda,carrera 800 m,Halimah NAKAAYI,1,102281,3
Torneo de Rwanda,lanzamiento de bala,Maggie EWEN,6,2503,1
Torneo de Rwanda,lanzamiento de bala,Filip MIHALJEVIĆ,2,2493,2
Torneo de Rwanda,lanzamiento de bala,Konrad BUKOWIECKI,7,2492,3
Torneo de Rwanda,lanzamiento de disco,Bin FENG,8,7905,1
Torneo de Rwanda,lanzamiento de disco,Piotr MAŁACHOWSKI,4,7903,2
Torneo de Rwanda,lanzamiento de disco,Daniel STÅHL,4,7898,3
Torneo de Rwanda,lanzamiento de jabalina,Shiying LIU,4,9960,1
Torneo de Rwanda,lanzamiento de jabalina,Tatsiana KHALADOVICH,10,9958,2
Torneo de Rwanda,lanzamiento de jabalina,Annika Marie FUCHS,9,9948,3
Torneo de Rwanda,lanzamiento de martillo,Serhiy REHEDA,6,8989,1
Torneo de Rwanda,lanzamiento de martillo,Zheng WANG,4,8969,2
Torneo de Rwanda,lanzamiento de martillo,Denis LUKYANOV,5,8931,3
Torneo de Rwanda,salto con pertiga,Armand DUPLANTIS,1,667,1
Torneo de Rwanda,salto con pertiga,Christopher NILSEN,2,666,2
Torneo de Rwanda,salto con pertiga,Sandi MORRIS,7,664,3
Torneo de Rwanda,salto de altura,Joel BADEN,2,261,1
Torneo de Rwanda,salto de altura,Andriy PROTSENKO,1,261,2
Torneo de Rwanda,salto de altura,Daniela STANCIU,8,260,3
Torneo de Rwanda,salto largo,Shoutarou SHIROYAMA,2,955,1
Torneo de Rwanda,salto largo,Tissanna HICKLING,3,954,2
Torneo de Rwanda,salto largo,Yanis Esmeralda DAVID,7,952,3
Torneo de Rwanda,salto triple,Benjamin WILLIAMS,10,1995,1
Torneo de Rwanda,salto triple,Keturah ORJI,1,1992,2
Torneo de Rwanda,salto triple,Diana ZAGAINOVA,5,1990,3
Torneo de Saint Kitts and Nevis,carrera 100 m,Yuki KOIKE,1,9826,1
Torneo de Saint Kitts and Nevis,carrera 100 m,Raymond EKEVWO,1,9830,2
Torneo de Saint Kitts and Nevis,carrera 100 m,Aleia HOBBS,1,9904,3
Torneo de Saint Kitts and Nevis,carrera 10000 m,Tsigie GEBRESELAMA,1,1614795,1
Torneo de Saint Kitts and Nevis,carrera 10000 m,Tsehay GEMECHU,1,1619300,2
Torneo de Saint Kitts and Nevis,carrera 10000 m,Senbere TEFERI,1,1620504,3
Torneo de Saint Kitts and Nevis,carrera 110 m con vallas,Anna COCKRELL,1,12116,1
Torneo de Saint Kitts and Nevis,carrera 110 m con vallas,Eduardo RODRIGUES,1,12125,2
Torneo de Saint Kitts and Nevis,carrera 110 m con vallas,Sally PEARSON,1,12203,3
Torneo de Saint Kitts and Nevis,carrera 1500 m,Winnie NANYONDO,1,209604,1
Torneo de Saint Kitts and Nevis,carrera 1500 m,Laura MUIR,1,209818,2
Torneo de Saint Kitts and Nevis,carrera 1500 m,Elijah Motonei MANANGOI,1,210005,3
Torneo de Saint Kitts and Nevis,carrera 200 m,Beth DOBBIN,1,19502,1
Torneo de Saint Kitts and Nevis,carrera 200 m,Andre DE GRASSE,1,19567,2
Torneo de Saint Kitts and Nevis,carrera 200 m,Kenneth BEDNAREK,1,19679,3
Torneo de Saint Kitts and Nevis,carrera 21000 m,Joan Chelimo MELLY,1,3494400,1
Torneo de Saint Kitts and Nevis,carrera 21000 m,Stephen KIPROP,1,3511647,2
Torneo de Saint Kitts and Nevis,carrera 21000 m,Sifan HASSAN,1,3531150,3
Torneo de Saint Kitts and Nevis,carrera 3000 m con vallas,Peruth CHEMUTAI,1,482357,1
Torneo de Saint Kitts and Nevis,carrera 3000 m con vallas,Genevieve GREGSON,1,482552,2
Torneo de Saint Kitts and Nevis,carrera 3000 m con vallas,Colleen QUIGLEY,1,483042,3
Torneo de Saint Kitts and Nevis,carrera 400 m,Wadeline JONATHAS,1,43546,1
Torneo de Saint Kitts and Nevis,carrera 400 m,Fred KERLEY,1,43557,2
Torneo de Saint Kitts and Nevis,carrera 400 m,Emmanuel Kipkurui KORIR,1,43610,3
Torneo de Saint Kitts and Nevis,carrera 400 m con vallas,Kemar MOWATT,1,46440,1
Torneo de Saint Kitts and Nevis,carrera 400 m con vallas,Aminat JAMAL,1,46585,2
Torneo de Saint Kitts and Nevis,carrera 400 m con vallas,Zuzana HEJNOVÁ,1,46640,3
Torneo de Saint Kitts and Nevis,carrera 42000 m,Marius KIPSEREM,1,7343663,1
Torneo de Saint Kitts and Nevis,carrera 42000 m,Ashete BEKERE,1,7367228,2
Torneo de Saint Kitts and Nevis,carrera 42000 m,Birhanu LEGESE,1,7388991,3
Torneo de Saint Kitts and Nevis,carrera 5000 m,Karissa SCHWEIZER,1,774585,1
Torneo de Saint Kitts and Nevis,carrera 5000 m,Edward Zakayo PINGUA,1,775325,2
Torneo de Saint Kitts and Nevis,carrera 5000 m,Lilian Kasait RENGERUK,1,775434,3
Torneo de Saint Kitts and Nevis,carrera 800 m,Cornelius TUWEI,1,102537,1
Torneo de Saint Kitts and Nevis,carrera 800 m,Marco AROP,1,102809,2
Torneo de Saint Kitts and Nevis,carrera 800 m,Kate GRACE,1,102901,3
Torneo de Saint Kitts and Nevis,lanzamiento de bala,Daniella HILL,5,2517,1
Torneo de Saint Kitts and Nevis,lanzamiento de bala,Danniel THOMAS-DODD,3,2513,2
Torneo de Saint Kitts and Nevis,lanzamiento de bala,Orazio CREMONA,2,2505,3
Torneo de Saint Kitts and Nevis,lanzamiento de disco,Daniel STÅHL,3,7905,1
Torneo de Saint Kitts and Nevis,lanzamiento de disco,Sandra PERKOVIĆ,1,7890,2
Torneo de Saint Kitts and Nevis,lanzamiento de disco,Christoph HARTING,3,7886,3
Torneo de Saint Kitts and Nevis,lanzamiento de jabalina,Anderson PETERS,6,9943,1
Torneo de Saint Kitts and Nevis,lanzamiento de jabalina,Martina RATEJ,9,9904,2
Torneo de Saint Kitts and Nevis,lanzamiento de jabalina,Yekaterina STARYGINA,1,9903,3
Torneo de Saint Kitts and Nevis,lanzamiento de martillo,Hleb DUDARAU,7,8959,1
Torneo de Saint Kitts and Nevis,lanzamiento de martillo,Rudy WINKLER,7,8958,2
Torneo de Saint Kitts and Nevis,lanzamiento de martillo,Hanna SKYDAN,3,8930,3
Torneo de Saint Kitts and Nevis,salto con pertiga,Andrew IRWIN,5,664,1
Torneo de Saint Kitts and Nevis,salto con pertiga,Nikoleta KIRIAKOPOULOU,7,663,2
Torneo de Saint Kitts and Nevis,salto con pertiga,Augusto DUTRA,2,663,3
Torneo de Saint Kitts and Nevis,salto de altura,Ella JUNNILA,9,261,1
Torneo de Saint Kitts and Nevis,salto de altura,Mirela DEMIREVA,5,261,2
Torneo de Saint Kitts and Nevis,salto de altura,Django LOVETT,4,260,3
Torneo de Saint Kitts and Nevis,salto largo,Chantel MALONE,2,956,1
Torneo de Saint Kitts and Nevis,salto largo,Juan Miguel ECHEVARRÍA,10,954,2
Torneo de Saint Kitts and Nevis,salto largo,Jianan WANG,8,951,3
Torneo de Saint Kitts and Nevis,salto triple,Yaoqing FANG,1,1993,1
Torneo de Saint Kitts and Nevis,salto triple,Yanis Esmeralda DAVID,9,1987,2
Torneo de Saint Kitts and Nevis,salto triple,Ruiting WU,8,1984,3
Torneo de Saint Lucia,carrera 100 m,Divine ODUDURU,1,9769,1
Torneo de Saint Lucia,carrera 100 m,Tynia GAITHER,1,9776,2
Torneo de Saint Lucia,carrera 100 m,Arthur CISSÉ,1,9780,3
Torneo de Saint Lucia,carrera 10000 m,Tsigie GEBRESELAMA,1,1608952,1
Torneo de Saint Lucia,carrera 10000 m,Rodgers KWEMOI,1,1609714,2
Torneo de Saint Lucia,carrera 10000 m,Agnes Jebet TIROP,1,1615259,3
Torneo de Saint Lucia,carrera 110 m con vallas,Megan TAPPER,1,12115,1
Torneo de Saint Lucia,carrera 110 m con vallas,Tobi AMUSAN,1,12163,2
Torneo de Saint Lucia,carrera 110 m con vallas,Nadine VISSER,1,12244,3
Torneo de Saint Lucia,carrera 1500 m,Matthew CENTROWITZ,1,211005,1
Torneo de Saint Lucia,carrera 1500 m,Jenny SIMPSON,1,211844,2
Torneo de Saint Lucia,carrera 1500 m,Abdelaati IGUIDER,1,212534,3
Torneo de Saint Lucia,carrera 200 m,Dafne SCHIPPERS,1,19522,1
Torneo de Saint Lucia,carrera 200 m,Janeek BROWN,1,19555,2
Torneo de Saint Lucia,carrera 200 m,Noah LYLES,1,19566,3
Torneo de Saint Lucia,carrera 21000 m,Jemal Yimer MEKONNEN,1,3484446,1
Torneo de Saint Lucia,carrera 21000 m,Joan Chelimo MELLY,1,3490762,2
Torneo de Saint Lucia,carrera 21000 m,Julien WANDERS,1,3518277,3
Torneo de Saint Lucia,carrera 3000 m con vallas,Emma COBURN,1,481064,1
Torneo de Saint Lucia,carrera 3000 m con vallas,Mohamed TINDOUFT,1,481127,2
Torneo de Saint Lucia,carrera 3000 m con vallas,Maruša MIŠMAŠ,1,482348,3
Torneo de Saint Lucia,carrera 400 m,Galefele MOROKO,1,43494,1
Torneo de Saint Lucia,carrera 400 m,Chloe ABBOTT,1,43540,2
Torneo de Saint Lucia,carrera 400 m,Machel CEDENIO,1,43884,3
Torneo de Saint Lucia,carrera 400 m con vallas,Aminat JAMAL,1,46116,1
Torneo de Saint Lucia,carrera 400 m con vallas,Dalilah MUHAMMAD,1,46398,2
Torneo de Saint Lucia,carrera 400 m con vallas,Patryk DOBEK,1,46413,3
Torneo de Saint Lucia,carrera 42000 m,Emmanuel SAINA,1,7304635,1
Torneo de Saint Lucia,carrera 42000 m,Mule WASIHUN,1,7306913,2
Torneo de Saint Lucia,carrera 42000 m,Workenesh EDESA,1,7307234,3
Torneo de Saint Lucia,carrera 5000 m,Muktar EDRIS,1,774812,1
Torneo de Saint Lucia,carrera 5000 m,Fantu WORKU,1,775538,2
Torneo de Saint Lucia,carrera 5000 m,Lilian Kasait RENGERUK,1,775929,3
Torneo de Saint Lucia,carrera 800 m,Cornelius TUWEI,1,102036,1
Torneo de Saint Lucia,carrera 800 m,Marco AROP,1,102065,2
Torneo de Saint Lucia,carrera 800 m,Olha LYAKHOVA,1,102669,3
Torneo de Saint Lucia,lanzamiento de bala,Fanny ROOS,8,2511,1
Torneo de Saint Lucia,lanzamiento de bala,Eldred HENRY,4,2497,2
Torneo de Saint Lucia,lanzamiento de bala,Anna AVDEYEVA,9,2494,3
Torneo de Saint Lucia,lanzamiento de disco,Martin WIERIG,6,7897,1
Torneo de Saint Lucia,lanzamiento de disco,Valarie ALLMAN,6,7891,2
Torneo de Saint Lucia,lanzamiento de disco,Daniel STÅHL,8,7890,3
Torneo de Saint Lucia,lanzamiento de jabalina,Yekaterina STARYGINA,5,9962,1
Torneo de Saint Lucia,lanzamiento de jabalina,Ariana INCE,4,9948,2
Torneo de Saint Lucia,lanzamiento de jabalina,Eda TUĞSUZ,7,9940,3
Torneo de Saint Lucia,lanzamiento de martillo,Joanna FIODOROW,4,8938,1
Torneo de Saint Lucia,lanzamiento de martillo,Mykhaylo KOKHAN,4,8925,2
Torneo de Saint Lucia,lanzamiento de martillo,Serhiy REHEDA,2,8923,3
Torneo de Saint Lucia,salto con pertiga,Tina ŠUTEJ,10,667,1
Torneo de Saint Lucia,salto con pertiga,Ninon GUILLON-ROMARIN,9,666,2
Torneo de Saint Lucia,salto con pertiga,Nikoleta KIRIAKOPOULOU,2,666,3
Torneo de Saint Lucia,salto de altura,Joel BADEN,8,261,1
Torneo de Saint Lucia,salto de altura,Iryna GERASHCHENKO,8,261,2
Torneo de Saint Lucia,salto de altura,Mirela DEMIREVA,7,261,3
Torneo de Saint Lucia,salto largo,JuVaughn HARRISON,6,954,1
Torneo de Saint Lucia,salto largo,Kenyattia HACKWORTH,9,953,2
Torneo de Saint Lucia,salto largo,Tissanna HICKLING,7,951,3
Torneo de Saint Lucia,salto triple,Almir DOS SANTOS,9,1993,1
Torneo de Saint Lucia,salto triple,Kristin GIERISCH,2,1991,2
Torneo de Saint Lucia,salto triple,Shanieka RICKETTS,9,1944,3
Torneo de Saint Vincent and the Grenadines,carrera 100 m,Andre DE GRASSE,1,9781,1
Torneo de Saint Vincent and the Grenadines,carrera 100 m,Tebogo MAMATHU,1,9782,2
Torneo de Saint Vincent and the Grenadines,carrera 100 m,Aleia HOBBS,1,9783,3
Torneo de Saint Vincent and the Grenadines,carrera 10000 m,Senbere TEFERI,1,1610700,1
Torneo de Saint Vincent and the Grenadines,carrera 10000 m,Abadi HADIS,1,1611544,2
Torneo de Saint Vincent and the Grenadines,carrera 10000 m,Stewart MCSWEYN,1,1614340,3
Torneo de Saint Vincent and the Grenadines,carrera 110 m con vallas,Andrea Carolina VARGAS,1,12129,1
Torneo de Saint Vincent and the Grenadines,carrera 110 m con vallas,Sergey SHUBENKOV,1,12157,2
Torneo de Saint Vincent and the Grenadines,carrera 110 m con vallas,Grant HOLLOWAY,1,12186,3
Torneo de Saint Vincent and the Grenadines,carrera 1500 m,Laura MUIR,1,209289,1
Torneo de Saint Vincent and the Grenadines,carrera 1500 m,Abdelaati IGUIDER,1,209390,2
Torneo de Saint Vincent and the Grenadines,carrera 1500 m,Shelby HOULIHAN,1,209691,3
Torneo de Saint Vincent and the Grenadines,carrera 200 m,Zhenye XIE,1,19522,1
Torneo de Saint Vincent and the Grenadines,carrera 200 m,Clarence MUNYAI,1,19635,2
Torneo de Saint Vincent and the Grenadines,carrera 200 m,Aaron BROWN,1,19689,3
Torneo de Saint Vincent and the Grenadines,carrera 21000 m,Lonah Chemtai SALPETER,1,3495016,1
Torneo de Saint Vincent and the Grenadines,carrera 21000 m,Dibabe KUMA,1,3497238,2
Torneo de Saint Vincent and the Grenadines,carrera 21000 m,Brigid KOSGEI,1,3499627,3
Torneo de Saint Vincent and the Grenadines,carrera 3000 m con vallas,Hyvin KIYENG,1,481285,1
Torneo de Saint Vincent and the Grenadines,carrera 3000 m con vallas,Mekides ABEBE,1,481379,2
Torneo de Saint Vincent and the Grenadines,carrera 3000 m con vallas,Gesa Felicitas KRAUSE,1,482815,3
Torneo de Saint Vincent and the Grenadines,carrera 400 m,Kirani JAMES,1,43497,1
Torneo de Saint Vincent and the Grenadines,carrera 400 m,Phyllis FRANCIS,1,43535,2
Torneo de Saint Vincent and the Grenadines,carrera 400 m,Anthony José ZAMBRANO,1,43631,3
Torneo de Saint Vincent and the Grenadines,carrera 400 m con vallas,Kori CARTER,1,46118,1
Torneo de Saint Vincent and the Grenadines,carrera 400 m con vallas,Amalie IUEL,1,46215,2
Torneo de Saint Vincent and the Grenadines,carrera 400 m con vallas,Takatoshi ABE,1,46219,3
Torneo de Saint Vincent and the Grenadines,carrera 42000 m,Birhanu LEGESE,1,7362421,1
Torneo de Saint Vincent and the Grenadines,carrera 42000 m,Sisay LEMMA,1,7386963,2
