nombre_torneo,nombre_especialidad,nombre_deportista,marca,intento
Torneo de Montenegro,lanzamiento de bala,Darrell HILL,2518,3
Torneo de Montenegro,lanzamiento de bala,Danniel THOMAS-DODD,2510,2
Torneo de Montenegro,lanzamiento de bala,Maggie EWEN,2503,3
Torneo de South Africa,lanzamiento de jabalina,Kelsey-Lee BARBER,9943,2
Torneo de South Africa,lanzamiento de jabalina,Elizabeth GLEADLE,9938,10
Torneo de South Africa,lanzamiento de jabalina,Chao-Tsun CHENG,9914,2
Torneo de Luxembourg,salto triple,Ruiting WU,1996,9
Torneo de Luxembourg,salto triple,Andy DÍAZ,1995,4
Torneo de Luxembourg,salto triple,Olha SALADUKHA,1991,9
Torneo de New Zealand,salto de altura,Ella JUNNILA,259,8
Torneo de New Zealand,salto de altura,Mirela DEMIREVA,258,6
Torneo de New Zealand,salto de altura,Nafissatou THIAM,257,8
Torneo de Tuvalu,lanzamiento de disco,Fernanda MARTINS,7900,7
Torneo de Tuvalu,lanzamiento de disco,Yaimé PÉREZ,7856,5
Torneo de Tuvalu,lanzamiento de disco,Laulauga TAUSAGA,7852,7
Torneo de Vanuatu,salto largo,Naa ANANG,955,6
Torneo de Vanuatu,salto largo,Maryna BEKH-ROMANCHUK,951,3
Torneo de Vanuatu,salto largo,JuVaughn HARRISON,950,4
Torneo de United Kingdom,lanzamiento de martillo,Paweł FAJDEK,8987,2
Torneo de United Kingdom,lanzamiento de martillo,Malwina KOPRON,8982,7
Torneo de United Kingdom,lanzamiento de martillo,Zalina PETRIVSKAYA,8975,10
Torneo de Andorra,salto triple,Diana ZAGAINOVA,1995,10
Torneo de Andorra,salto triple,Yaoqing FANG,1993,2
Torneo de Andorra,salto triple,Yosiris URRUTIA,1986,10
Torneo de San Marino,lanzamiento de disco,Whitney ASHLEY,7904,4
Torneo de San Marino,lanzamiento de disco,Fedrick DACRES,7901,2
Torneo de San Marino,lanzamiento de disco,Dani STEVENS,7888,9
Torneo de Lesotho,lanzamiento de jabalina,Liveta JASIŪNAITĖ,9946,4
Torneo de Lesotho,lanzamiento de jabalina,Andreas HOFMANN,9924,2
Torneo de Lesotho,lanzamiento de jabalina,Christin HUSSONG,9891,4
Torneo de Thailand,salto de altura,Bohdan BONDARENKO,261,10
Torneo de Thailand,salto de altura,Vashti CUNNINGHAM,260,6
Torneo de Thailand,salto de altura,Maksim NEDASEKAU,259,3
Torneo de Colombia,lanzamiento de bala,Sophie MCKINNA,2519,4
Torneo de Colombia,lanzamiento de bala,Chukwuebuka ENEKWECHI,2513,1
Torneo de Colombia,lanzamiento de bala,Darlan ROMANI,2508,1
Torneo de Djibouti,lanzamiento de jabalina,Kim AMB,9931,5
Torneo de Djibouti,lanzamiento de jabalina,Antti RUUSKANEN,9923,4
Torneo de Djibouti,lanzamiento de jabalina,Eda TUĞSUZ,9878,4
Torneo de Zambia,salto con pertiga,Ling LI,667,7
Torneo de Zambia,salto con pertiga,Sam KENDRICKS,665,8
Torneo de Zambia,salto con pertiga,Kc LIGHTFOOT,663,4
Torneo de Timor-Leste,salto con pertiga,Tina ŠUTEJ,667,8
Torneo de Timor-Leste,salto con pertiga,Emily GROVE,666,9
Torneo de Timor-Leste,salto con pertiga,Michaela MEIJER,662,1
Torneo de Liechtenstein,salto triple,Benjamin WILLIAMS,1993,8
Torneo de Liechtenstein,salto triple,Will CLAYE,1992,2
Torneo de Liechtenstein,salto triple,Omar CRADDOCK,1988,7
Torneo de Guinea,salto largo,Will CLAYE,956,10
Torneo de Guinea,salto largo,Thobias MONTLER,955,9
Torneo de Guinea,salto largo,Chantel MALONE,949,3
Torneo de Gambia,lanzamiento de martillo,Zalina PETRIVSKAYA,8987,9
Torneo de Gambia,lanzamiento de martillo,Rudy WINKLER,8974,5
Torneo de Gambia,lanzamiento de martillo,Serhiy REHEDA,8958,8
Torneo de Latvia,lanzamiento de disco,Martin WIERIG,7875,4
Torneo de Latvia,lanzamiento de disco,Christoph HARTING,7872,2
Torneo de Latvia,lanzamiento de disco,Robert URBANEK,7844,5
Torneo de Canada,salto triple,Yanis Esmeralda DAVID,1996,1
Torneo de Canada,salto triple,Alexis COPELLO,1991,7
Torneo de Canada,salto triple,Shanieka RICKETTS,1987,10
Torneo de Costa Rica,lanzamiento de disco,Mason FINLEY,7867,10
Torneo de Costa Rica,lanzamiento de disco,Marike STEINACKER,7865,5
Torneo de Costa Rica,lanzamiento de disco,Bin FENG,7848,5
Torneo de Australia,salto de altura,Kamila LIĆWINKO,261,3
Torneo de Australia,salto de altura,Mariya LASITSKENE,259,6
Torneo de Australia,salto de altura,María Fernanda MURILLO,258,7
Torneo de Malaysia,lanzamiento de bala,Mesud PEZER,2515,5
Torneo de Malaysia,lanzamiento de bala,Dimitriana SURDU,2505,3
Torneo de Malaysia,lanzamiento de bala,Payton OTTERDAHL,2499,9
Torneo de Togo,salto largo,Shara PROCTOR,956,3
Torneo de Togo,salto largo,Tori BOWIE,954,8
Torneo de Togo,salto largo,Xinglong GAO,950,1
Torneo de Macedonia,lanzamiento de disco,Kelsey CARD,7904,1
Torneo de Macedonia,lanzamiento de disco,Whitney ASHLEY,7901,3
Torneo de Macedonia,lanzamiento de disco,Apostolos PARELLIS,7895,2
Torneo de Qatar,lanzamiento de martillo,DeAnna PRICE,8979,9
Torneo de Qatar,lanzamiento de martillo,Nick MILLER,8977,4
Torneo de Qatar,lanzamiento de martillo,Özkan BALTACI,8947,7
Torneo de Mozambique,salto largo,Ivana ŠPANOVIĆ,954,2
Torneo de Mozambique,salto largo,Will CLAYE,953,3
Torneo de Mozambique,salto largo,JuVaughn HARRISON,951,5
Torneo de Monaco,lanzamiento de disco,Daniel STÅHL,7897,9
Torneo de Monaco,lanzamiento de disco,Mason FINLEY,7888,2
Torneo de Monaco,lanzamiento de disco,Lukas WEISSHAIDINGER,7878,8
Torneo de Laos,salto triple,Liadagmis POVEA,1988,9
Torneo de Laos,salto triple,Keturah ORJI,1978,3
Torneo de Laos,salto triple,Kimberly WILLIAMS,1977,3
Torneo de Netherlands,salto triple,Yaming ZHU,1994,10
Torneo de Netherlands,salto triple,Pedro Pablo PICHARDO,1990,1
Torneo de Netherlands,salto triple,Thea LAFOND,1989,8
Torneo de Oman,salto de altura,Kamila LIĆWINKO,261,7
Torneo de Oman,salto de altura,Marie-Laurence JUNGFLEISCH,260,9
Torneo de Oman,salto de altura,Svetlana RADZIVIL,259,5
Torneo de Cambodia,lanzamiento de martillo,Mykhaylo KOKHAN,8971,5
Torneo de Cambodia,lanzamiento de martillo,Iryna KLYMETS,8970,9
Torneo de Cambodia,lanzamiento de martillo,DeAnna PRICE,8940,5
Torneo de Timor-Leste,lanzamiento de disco,Kelsey CARD,7890,2
Torneo de Timor-Leste,lanzamiento de disco,Sam MATTIS,7888,7
Torneo de Timor-Leste,lanzamiento de disco,Yelena PANOVA,7839,10
Torneo de Bhutan,lanzamiento de martillo,Marcel LOMNICKÝ,8984,7
Torneo de Bhutan,lanzamiento de martillo,Laura IGAUNE,8981,6
Torneo de Bhutan,lanzamiento de martillo,Sofiya PALKINA,8957,1
Torneo de Denmark,salto de altura,Anna CHICHEROVA,261,8
Torneo de Denmark,salto de altura,Nafissatou THIAM,260,10
Torneo de Denmark,salto de altura,Katarina JOHNSON-THOMPSON,259,10
Torneo de Serbia,salto largo,Thobias MONTLER,955,9
Torneo de Serbia,salto largo,Changzhou HUANG,954,4
Torneo de Serbia,salto largo,Jeff HENDERSON,944,10
Torneo de Yemen,lanzamiento de martillo,Gwen BERRY,8952,3
Torneo de Yemen,lanzamiento de martillo,Quentin BIGOT,8949,10
Torneo de Yemen,lanzamiento de martillo,Serhiy REHEDA,8946,9
Torneo de United States,salto triple,Darya NIDBAYKINA,1995,6
Torneo de United States,salto triple,Olga RYPAKOVA,1994,7
Torneo de United States,salto triple,Nelson ÉVORA,1986,10
Torneo de Scotland,salto con pertiga,Ernest John OBIENA,665,4
Torneo de Scotland,salto con pertiga,Armand DUPLANTIS,664,10
Torneo de Scotland,salto con pertiga,Emily GROVE,662,4
Torneo de Slovakia,lanzamiento de bala,Jonathan JONES,2521,8
Torneo de Slovakia,lanzamiento de bala,Lijiao GONG,2513,3
Torneo de Slovakia,lanzamiento de bala,Dimitriana SURDU,2500,9
Torneo de Oman,lanzamiento de jabalina,Julian WEBER,9968,10
Torneo de Oman,lanzamiento de jabalina,Lina MUZE,9933,2
Torneo de Oman,lanzamiento de jabalina,Cyprian MRZYGŁÓD,9896,7
Torneo de Russia,lanzamiento de bala,Danniel THOMAS-DODD,2520,9
Torneo de Russia,lanzamiento de bala,Dimitriana SURDU,2510,2
Torneo de Russia,lanzamiento de bala,Brittany CREW,2505,6
Torneo de Japan,lanzamiento de disco,Lois Maikel MARTÍNEZ,7899,4
Torneo de Japan,lanzamiento de disco,Yaimé PÉREZ,7892,6
Torneo de Japan,lanzamiento de disco,Yekaterina STROKOVA,7874,9
Torneo de Switzerland,salto triple,Chengetayi MAPAYA,1996,9
Torneo de Switzerland,salto triple,Yaming ZHU,1982,7
Torneo de Switzerland,salto triple,Omar CRADDOCK,1968,4
Torneo de Mauritius,lanzamiento de martillo,Brooke ANDERSEN,8990,7
Torneo de Mauritius,lanzamiento de martillo,DeAnna PRICE,8958,6
Torneo de Mauritius,lanzamiento de martillo,Janeah STEWART,8922,1
Torneo de Austria,salto de altura,Dzmitry NABOKAU,261,4
Torneo de Austria,salto de altura,Ella JUNNILA,260,2
Torneo de Austria,salto de altura,Ilya IVANYUK,259,2
Torneo de Thailand,lanzamiento de martillo,Quentin BIGOT,8986,5
Torneo de Thailand,lanzamiento de martillo,Sean DONNELLY,8923,1
Torneo de Thailand,lanzamiento de martillo,Na LUO,8913,3
Torneo de Israel,lanzamiento de jabalina,Thomas RÖHLER,9938,2
Torneo de Israel,lanzamiento de jabalina,Ariana INCE,9914,8
Torneo de Israel,lanzamiento de jabalina,Johannes VETTER,9884,6
Torneo de Vanuatu,salto con pertiga,Christopher NILSEN,664,5
Torneo de Vanuatu,salto con pertiga,Zachery BRADFORD,663,7
Torneo de Vanuatu,salto con pertiga,Katie NAGEOTTE,661,9
Torneo de Sri Lanka,lanzamiento de bala,Darlan ROMANI,2521,8
Torneo de Sri Lanka,lanzamiento de bala,Fanny ROOS,2517,10
Torneo de Sri Lanka,lanzamiento de bala,Paulina GUBA,2502,7
Torneo de Jordan,lanzamiento de disco,Kelsey CARD,7905,1
Torneo de Jordan,lanzamiento de disco,Laulauga TAUSAGA,7882,4
Torneo de Jordan,lanzamiento de disco,Apostolos PARELLIS,7874,2
Torneo de Afghanistan,lanzamiento de jabalina,Oliver HELANDER,9951,5
Torneo de Afghanistan,lanzamiento de jabalina,Jakub VADLEJCH,9879,1
Torneo de Afghanistan,lanzamiento de jabalina,Marcin KRUKOWSKI,9871,6
Torneo de Indonesia,lanzamiento de disco,Whitney ASHLEY,7892,8
Torneo de Indonesia,lanzamiento de disco,Sandra PERKOVIĆ,7874,7
Torneo de Indonesia,lanzamiento de disco,Piotr MAŁACHOWSKI,7873,8
Torneo de Myanmar,lanzamiento de disco,Shadae LAWRENCE,7905,3
Torneo de Myanmar,lanzamiento de disco,Marike STEINACKER,7884,9
Torneo de Myanmar,lanzamiento de disco,Martin WIERIG,7871,8
Torneo de Azerbaijan,salto triple,Nadia EKE,1995,1
Torneo de Azerbaijan,salto triple,Cristian NÁPOLES,1988,7
Torneo de Azerbaijan,salto triple,Yaming ZHU,1965,3
Torneo de Scotland,salto largo,Yaoguang ZHANG,956,1
Torneo de Scotland,salto largo,Tajay GAYLE,955,3
Torneo de Scotland,salto largo,Yanis Esmeralda DAVID,949,4
Torneo de San Marino,salto de altura,Maksim NEDASEKAU,260,6
Torneo de San Marino,salto de altura,Kamila LIĆWINKO,259,1
Torneo de San Marino,salto de altura,Daniela STANCIU,258,2
Torneo de Vietnam,lanzamiento de bala,Alyona GORDEYEVA,2520,9
Torneo de Vietnam,lanzamiento de bala,Darrell HILL,2514,7
Torneo de Vietnam,lanzamiento de bala,Aliona DUBITSKAYA,2503,10
Torneo de Niger,lanzamiento de disco,Mélina ROBERT-MICHON,7884,9
Torneo de Niger,lanzamiento de disco,Alex ROSE,7852,8
Torneo de Niger,lanzamiento de disco,Yelena PANOVA,7837,6
Torneo de Marshall Islands,salto largo,Naa ANANG,955,1
Torneo de Marshall Islands,salto largo,Tissanna HICKLING,954,7
Torneo de Marshall Islands,salto largo,Ese BRUME,949,3
Torneo de Slovakia,salto triple,Almir DOS SANTOS,1979,1
Torneo de Slovakia,salto triple,Shanieka RICKETTS,1976,4
Torneo de Slovakia,salto triple,Andy DÍAZ,1964,10
Torneo de Lithuania,lanzamiento de bala,Joe KOVACS,2506,10
Torneo de Lithuania,lanzamiento de bala,Alyona GORDEYEVA,2504,8
Torneo de Lithuania,lanzamiento de bala,Jordan GEIST,2503,6
Torneo de North Korea,salto con pertiga,Katerina STEFANIDI,666,9
Torneo de North Korea,salto con pertiga,Zachery BRADFORD,665,6
Torneo de North Korea,salto con pertiga,Yarisley SILVA,664,9
Torneo de Saint Vincent and the Grenadines,lanzamiento de martillo,Janeah STEWART,8983,3
Torneo de Saint Vincent and the Grenadines,lanzamiento de martillo,Laura IGAUNE,8978,2
Torneo de Saint Vincent and the Grenadines,lanzamiento de martillo,Maggie EWEN,8968,2
Torneo de Ireland,lanzamiento de jabalina,Thomas RÖHLER,9917,3
Torneo de Ireland,lanzamiento de jabalina,Haruka KITAGUCHI,9902,10
Torneo de Ireland,lanzamiento de jabalina,Barbora ŠPOTÁKOVÁ,9877,9
Torneo de Saudi Arabia,salto de altura,Daniela STANCIU,261,2
Torneo de Saudi Arabia,salto de altura,Anna CHICHEROVA,259,5
Torneo de Saudi Arabia,salto de altura,Katarina JOHNSON-THOMPSON,258,5
Torneo de Kenya,salto triple,Dmitriy SOROKIN,1996,9
Torneo de Kenya,salto triple,Darya NIDBAYKINA,1992,8
Torneo de Kenya,salto triple,Necatí ER,1991,3
Torneo de Puerto Rico,salto largo,Changzhou HUANG,956,8
Torneo de Puerto Rico,salto largo,Yanis Esmeralda DAVID,953,6
Torneo de Puerto Rico,salto largo,Ivana ŠPANOVIĆ,949,4
Torneo de Solomon Islands,salto largo,Maykel MASSÓ,955,7
Torneo de Solomon Islands,salto largo,Tori BOWIE,954,9
Torneo de Solomon Islands,salto largo,Alina ROTARU,952,5
Torneo de Bangladesh,salto triple,Chengetayi MAPAYA,1995,8
Torneo de Bangladesh,salto triple,Almir DOS SANTOS,1987,8
Torneo de Bangladesh,salto triple,Yulimar ROJAS,1982,8
Torneo de South Sudan,salto de altura,Erika KINSEY,261,10
Torneo de South Sudan,salto de altura,Daniela STANCIU,260,9
Torneo de South Sudan,salto de altura,Marie-Laurence JUNGFLEISCH,259,8
Torneo de New Zealand,lanzamiento de bala,Portious WARREN,2514,9
Torneo de New Zealand,lanzamiento de bala,Lijiao GONG,2510,8
Torneo de New Zealand,lanzamiento de bala,Jeneva STEVENS,2507,2
Torneo de Kyrgyzstan,lanzamiento de jabalina,Lina MUZE,9950,8
Torneo de Kyrgyzstan,lanzamiento de jabalina,Huihui LYU,9934,4
Torneo de Kyrgyzstan,lanzamiento de jabalina,Christin HUSSONG,9926,2
Torneo de Cuba,lanzamiento de martillo,DeAnna PRICE,8985,6
Torneo de Cuba,lanzamiento de martillo,Paweł FAJDEK,8982,9
Torneo de Cuba,lanzamiento de martillo,Yelizaveta TSAREVA,8981,3
Torneo de Liechtenstein,lanzamiento de martillo,Hanna SKYDAN,8950,6
Torneo de Liechtenstein,lanzamiento de martillo,Sean DONNELLY,8948,5
Torneo de Liechtenstein,lanzamiento de martillo,Iryna KLYMETS,8933,4
Torneo de China,lanzamiento de jabalina,Keshorn WALCOTT,9916,4
Torneo de China,lanzamiento de jabalina,Julius YEGO,9866,9
Torneo de China,lanzamiento de jabalina,Lina MUZE,9850,5
Torneo de Spain,salto con pertiga,Anzhelika SIDOROVA,666,5
Torneo de Spain,salto con pertiga,Ninon GUILLON-ROMARIN,665,2
Torneo de Spain,salto con pertiga,Kurtis MARSCHALL,663,10
Torneo de Mauritania,lanzamiento de martillo,Anita WŁODARCZYK,8983,9
Torneo de Mauritania,lanzamiento de martillo,Bence HALÁSZ,8934,4
Torneo de Mauritania,lanzamiento de martillo,Janeah STEWART,8848,3
Torneo de Burkina Faso,lanzamiento de disco,Martin WIERIG,7875,2
Torneo de Burkina Faso,lanzamiento de disco,Daniel STÅHL,7867,2
Torneo de Burkina Faso,lanzamiento de disco,Nadine MÜLLER,7866,1
Torneo de Russia,salto largo,Yuki HASHIOKA,955,6
Torneo de Russia,salto largo,Maryna BEKH-ROMANCHUK,951,3
Torneo de Russia,salto largo,Luvo MANYONGA,950,1
Torneo de Lesotho,salto con pertiga,Sondre GUTTORMSEN,666,3
Torneo de Lesotho,salto con pertiga,Anzhelika SIDOROVA,661,5
Torneo de Lesotho,salto con pertiga,Christopher NILSEN,657,5
Torneo de Guinea-Bissau,salto con pertiga,Alysha NEWMAN,664,2
Torneo de Guinea-Bissau,salto con pertiga,Yarisley SILVA,663,10
Torneo de Guinea-Bissau,salto con pertiga,Huiqin XU,662,1
Torneo de Malawi,salto triple,Nelson ÉVORA,1996,4
Torneo de Malawi,salto triple,Alexsandro MELO,1992,6
Torneo de Malawi,salto triple,Ruiting WU,1981,5
Torneo de Lebanon,salto de altura,Shelby MCEWEN,261,8
Torneo de Lebanon,salto de altura,Nafissatou THIAM,260,5
Torneo de Lebanon,salto de altura,Anna CHICHEROVA,259,4
Torneo de Dominica,salto triple,Andy DÍAZ,1993,9
Torneo de Dominica,salto triple,Will CLAYE,1992,10
Torneo de Dominica,salto triple,Liadagmis POVEA,1985,2
Torneo de Namibia,salto largo,Shoutarou SHIROYAMA,956,8
Torneo de Namibia,salto largo,Naa ANANG,955,6
Torneo de Namibia,salto largo,JuVaughn HARRISON,954,9
Torneo de Puerto Rico,lanzamiento de martillo,Réka GYURÁTZ,8974,8
Torneo de Puerto Rico,lanzamiento de martillo,Zalina PETRIVSKAYA,8949,7
Torneo de Puerto Rico,lanzamiento de martillo,Quentin BIGOT,8945,3
Torneo de India,lanzamiento de jabalina,Eda TUĞSUZ,9965,8
Torneo de India,lanzamiento de jabalina,Kelsey-Lee BARBER,9943,1
Torneo de India,lanzamiento de jabalina,Shiying LIU,9913,9
Torneo de Montenegro,salto triple,Yaoqing FANG,1996,4
Torneo de Montenegro,salto triple,Jordan Alejandro DÍAZ FORTUN,1993,8
Torneo de Montenegro,salto triple,Darya NIDBAYKINA,1990,8
Torneo de Greece,lanzamiento de bala,Rachel FATHERLY,2508,3
Torneo de Greece,lanzamiento de bala,Christina SCHWANITZ,2503,1
Torneo de Greece,lanzamiento de bala,Anna AVDEYEVA,2502,10
Torneo de Saint Vincent and the Grenadines,salto con pertiga,Ninon GUILLON-ROMARIN,667,9
Torneo de Saint Vincent and the Grenadines,salto con pertiga,Sandi MORRIS,666,5
Torneo de Saint Vincent and the Grenadines,salto con pertiga,Katie NAGEOTTE,664,9
Torneo de Poland,salto de altura,Shelby MCEWEN,259,3
Torneo de Poland,salto de altura,Karyna DEMIDIK,258,10
Torneo de Poland,salto de altura,Daniela STANCIU,257,5
Torneo de Kiribati,lanzamiento de martillo,Sean DONNELLY,8983,10
Torneo de Kiribati,lanzamiento de martillo,Nick MILLER,8970,7
Torneo de Kiribati,lanzamiento de martillo,Serhiy PEREVOZNIKOV,8966,9
Torneo de Poland,lanzamiento de disco,Marike STEINACKER,7860,1
Torneo de Poland,lanzamiento de disco,Bin FENG,7829,3
Torneo de Poland,lanzamiento de disco,Yang CHEN,7807,2
Torneo de Georgia,lanzamiento de disco,Traves SMIKLE,7898,3
Torneo de Georgia,lanzamiento de disco,Sam MATTIS,7882,3
Torneo de Georgia,lanzamiento de disco,David WROBEL,7877,10
Torneo de Vanuatu,lanzamiento de jabalina,Edis MATUSEVIČIUS,9913,6
Torneo de Vanuatu,lanzamiento de jabalina,Annika Marie FUCHS,9880,6
Torneo de Vanuatu,lanzamiento de jabalina,Cyprian MRZYGŁÓD,9871,9
Torneo de Honduras,lanzamiento de jabalina,Haruka KITAGUCHI,9931,4
Torneo de Honduras,lanzamiento de jabalina,Liveta JASIŪNAITĖ,9920,9
Torneo de Honduras,lanzamiento de jabalina,Oliver HELANDER,9916,3
Torneo de Macedonia,salto de altura,Yu WANG,261,1
Torneo de Macedonia,salto de altura,Katarina JOHNSON-THOMPSON,260,1
Torneo de Macedonia,salto de altura,Svetlana RADZIVIL,258,8
Torneo de Tajikistan,salto triple,Nelson ÉVORA,1985,2
Torneo de Tajikistan,salto triple,Jordan Alejandro DÍAZ FORTUN,1984,8
Torneo de Tajikistan,salto triple,Christian TAYLOR,1982,8
Torneo de Uruguay,salto triple,Alexsandro MELO,1992,3
Torneo de Uruguay,salto triple,Yosiris URRUTIA,1991,1
Torneo de Uruguay,salto triple,Dmitriy SOROKIN,1986,2
Torneo de Somalia,salto triple,Necatí ER,1995,8
Torneo de Somalia,salto triple,Dmitriy SOROKIN,1994,6
Torneo de Somalia,salto triple,Ruiting WU,1993,2
Torneo de Eritrea,salto triple,Olga RYPAKOVA,1996,7
Torneo de Eritrea,salto triple,Benjamin WILLIAMS,1986,9
Torneo de Eritrea,salto triple,Hugues Fabrice ZANGO,1985,9
Torneo de Estonia,lanzamiento de bala,Lijiao GONG,2514,4
Torneo de Estonia,lanzamiento de bala,Armin SINANČEVIĆ,2512,2
Torneo de Estonia,lanzamiento de bala,Christina SCHWANITZ,2488,10
Torneo de Saint Vincent and the Grenadines,salto largo,Maykel MASSÓ,956,5
Torneo de Saint Vincent and the Grenadines,salto largo,Tajay GAYLE,955,6
Torneo de Saint Vincent and the Grenadines,salto largo,Thobias MONTLER,951,5
Torneo de Denmark,lanzamiento de jabalina,Shiying LIU,9942,7
Torneo de Denmark,lanzamiento de jabalina,Kim AMB,9931,4
Torneo de Denmark,lanzamiento de jabalina,Andreas HOFMANN,9930,9
Torneo de Singapore,lanzamiento de bala,Daniella HILL,2500,8
Torneo de Singapore,lanzamiento de bala,Chukwuebuka ENEKWECHI,2490,7
Torneo de Singapore,lanzamiento de bala,Mesud PEZER,2486,5
Torneo de Lebanon,lanzamiento de martillo,Serhiy REHEDA,8936,6
Torneo de Lebanon,lanzamiento de martillo,Laura IGAUNE,8884,6
Torneo de Lebanon,lanzamiento de martillo,Yelizaveta TSAREVA,8873,4
Torneo de Uganda,lanzamiento de bala,Konrad BUKOWIECKI,2521,7
Torneo de Uganda,lanzamiento de bala,Jacko GILL,2512,7
Torneo de Uganda,lanzamiento de bala,Anna AVDEYEVA,2505,6
Torneo de Latvia,salto triple,Ana PELETEIRO,1985,2
Torneo de Latvia,salto triple,Nelson ÉVORA,1983,10
Torneo de Latvia,salto triple,Jordan Alejandro DÍAZ FORTUN,1979,10
Torneo de Ivory Coast,lanzamiento de disco,Lukas WEISSHAIDINGER,7894,10
Torneo de Ivory Coast,lanzamiento de disco,Kristin PUDENZ,7888,10
Torneo de Ivory Coast,lanzamiento de disco,Shadae LAWRENCE,7867,3
Torneo de Chile,salto de altura,Mariya LASITSKENE,261,9
Torneo de Chile,salto de altura,Shelby MCEWEN,260,4
Torneo de Chile,salto de altura,Anna CHICHEROVA,259,8
Torneo de Lithuania,salto largo,Darya KLISHINA,955,1
Torneo de Lithuania,salto largo,Brittney REESE,954,7
Torneo de Lithuania,salto largo,Shoutarou SHIROYAMA,952,1
Torneo de Costa Rica,lanzamiento de martillo,Hanna SKYDAN,8975,2
Torneo de Costa Rica,lanzamiento de martillo,Janee KASSANAVOID,8969,1
Torneo de Costa Rica,lanzamiento de martillo,Serhiy PEREVOZNIKOV,8864,3
Torneo de Belgium,salto triple,Olga RYPAKOVA,1994,2
Torneo de Belgium,salto triple,Chengetayi MAPAYA,1984,10
Torneo de Belgium,salto triple,Dmitriy SOROKIN,1978,5
Torneo de Botswana,lanzamiento de bala,Maggie EWEN,2521,3
Torneo de Botswana,lanzamiento de bala,Sophie MCKINNA,2519,4
Torneo de Botswana,lanzamiento de bala,Lijiao GONG,2517,2
Torneo de Suriname,salto de altura,Yuliya LEVCHENKO,261,2
Torneo de Suriname,salto de altura,Daniela STANCIU,259,4
Torneo de Suriname,salto de altura,Svetlana RADZIVIL,258,7
Torneo de Kenya,salto de altura,Kamila LIĆWINKO,261,9
Torneo de Kenya,salto de altura,Katarina JOHNSON-THOMPSON,260,4
Torneo de Kenya,salto de altura,Majd Eddin GHAZAL,258,9
Torneo de Albania,lanzamiento de bala,Christina SCHWANITZ,2512,8
Torneo de Albania,lanzamiento de bala,Fanny ROOS,2510,6
Torneo de Albania,lanzamiento de bala,Michał HARATYK,2493,10
Torneo de Australia,lanzamiento de jabalina,Annika Marie FUCHS,9952,6
Torneo de Australia,lanzamiento de jabalina,Arshad NADEEM,9943,1
Torneo de Australia,lanzamiento de jabalina,Marcin KRUKOWSKI,9934,1
Torneo de Finland,lanzamiento de martillo,Janeah STEWART,8983,1
Torneo de Finland,lanzamiento de martillo,Sean DONNELLY,8961,8
Torneo de Finland,lanzamiento de martillo,Anita WŁODARCZYK,8925,4
Torneo de Ecuador,lanzamiento de disco,Lois Maikel MARTÍNEZ,7902,6
Torneo de Ecuador,lanzamiento de disco,Fedrick DACRES,7890,6
Torneo de Ecuador,lanzamiento de disco,Denia CABALLERO,7874,9
Torneo de Grenada,lanzamiento de bala,Anna AVDEYEVA,2514,7
Torneo de Grenada,lanzamiento de bala,Orazio CREMONA,2511,8
Torneo de Grenada,lanzamiento de bala,Daniella HILL,2506,9
Torneo de Congo Republic of the,salto largo,Changzhou HUANG,956,7
Torneo de Congo Republic of the,salto largo,Abigail IROZURU,953,1
Torneo de Congo Republic of the,salto largo,Jianan WANG,951,7
Torneo de Colombia,lanzamiento de disco,Whitney ASHLEY,7896,1
Torneo de Colombia,lanzamiento de disco,Christoph HARTING,7852,10
Torneo de Colombia,lanzamiento de disco,Claudine VITA,7824,4
Torneo de French Guiana,salto con pertiga,Kc LIGHTFOOT,666,1
Torneo de French Guiana,salto con pertiga,Katie NAGEOTTE,664,6
Torneo de French Guiana,salto con pertiga,Torben BLECH,663,9
Torneo de Sao Tome and Principe,lanzamiento de bala,Christina SCHWANITZ,2515,3
Torneo de Sao Tome and Principe,lanzamiento de bala,Jessica RAMSEY,2508,6
Torneo de Sao Tome and Principe,lanzamiento de bala,Bob BERTEMES,2505,10
Torneo de Seychelles,lanzamiento de bala,Mesud PEZER,2519,4
Torneo de Seychelles,lanzamiento de bala,Konrad BUKOWIECKI,2506,5
Torneo de Seychelles,lanzamiento de bala,Dimitriana SURDU,2505,10
Torneo de Trinidad and Tobago,lanzamiento de disco,Daniel STÅHL,7883,5
Torneo de Trinidad and Tobago,lanzamiento de disco,Fernanda MARTINS,7877,1
Torneo de Trinidad and Tobago,lanzamiento de disco,David WROBEL,7875,7
Torneo de Costa Rica,lanzamiento de jabalina,Haruka KITAGUCHI,9953,2
Torneo de Costa Rica,lanzamiento de jabalina,Maria ANDREJCZYK,9942,2
Torneo de Costa Rica,lanzamiento de jabalina,Shivpal SINGH,9918,8
Torneo de Bangladesh,salto con pertiga,Huiqin XU,667,5
Torneo de Bangladesh,salto con pertiga,Jennifer SUHR,666,4
Torneo de Bangladesh,salto con pertiga,Alysha NEWMAN,660,9
Torneo de Bangladesh,lanzamiento de jabalina,Martina RATEJ,9967,7
Torneo de Bangladesh,lanzamiento de jabalina,Chao-Tsun CHENG,9936,4
Torneo de Bangladesh,lanzamiento de jabalina,Nikola OGRODNÍKOVÁ,9934,8
Torneo de Ukraine,lanzamiento de bala,Dimitriana SURDU,2521,6
