nombre_deportista,nombre_especialidad,mejor_marca,intento,nombre_torneo
Marcin KRUKOWSKI,lanzamiento de jabalina,9968,3,Torneo de New Zealand
Marcin KRUKOWSKI,lanzamiento de jabalina,9064,1,Torneo de Bangladesh
Laura IGAUNE,lanzamiento de martillo,8990,10,Torneo de Iraq
Laura IGAUNE,lanzamiento de martillo,8175,2,Torneo de Ivory Coast
Augusto DUTRA,salto con pertiga,667,9,Torneo de Qatar
Augusto DUTRA,salto con pertiga,606,8,Torneo de Nicaragua
Barbora ŠPOTÁKOVÁ,lanzamiento de jabalina,9953,2,Torneo de Thailand
Barbora ŠPOTÁKOVÁ,lanzamiento de jabalina,9064,8,Torneo de Bolivia
Shiying LIU,lanzamiento de jabalina,9960,4,Torneo de Rwanda
Shiying LIU,lanzamiento de jabalina,9061,8,Torneo de Burundi
Lina MUZE,lanzamiento de jabalina,9963,3,Torneo de Albania
Lina MUZE,lanzamiento de jabalina,9072,8,Torneo de Burkina Faso
Shoutarou SHIROYAMA,salto largo,956,8,Torneo de Namibia
Shoutarou SHIROYAMA,salto largo,869,9,Torneo de Sweden
Yekaterina KONEVA,salto triple,1995,7,Torneo de Myanmar
Yekaterina KONEVA,salto triple,1814,9,Torneo de Greece
Wojciech NOWICKI,lanzamiento de martillo,8992,5,Torneo de Venezuela
Wojciech NOWICKI,lanzamiento de martillo,8177,4,Torneo de Togo
Django LOVETT,salto de altura,261,4,Torneo de Turkey
Django LOVETT,salto de altura,237,9,Torneo de Rwanda
Hugues Fabrice ZANGO,salto triple,1994,1,Torneo de Ukraine
Hugues Fabrice ZANGO,salto triple,1816,5,Torneo de Benin
Zachery BRADFORD,salto con pertiga,667,2,Torneo de Syria
Zachery BRADFORD,salto con pertiga,606,2,Torneo de Saint Kitts and Nevis
Katarina JOHNSON-THOMPSON,salto de altura,261,1,Torneo de Syria
Katarina JOHNSON-THOMPSON,salto de altura,237,6,Torneo de Singapore
Torben BLECH,salto con pertiga,667,10,Torneo de Slovakia
Torben BLECH,salto con pertiga,606,9,Torneo de Zimbabwe
Christina SCHWANITZ,lanzamiento de bala,2520,6,Torneo de United States
Christina SCHWANITZ,lanzamiento de bala,2291,2,Torneo de Vatican City
Antti RUUSKANEN,lanzamiento de jabalina,9966,5,Torneo de Niger
Antti RUUSKANEN,lanzamiento de jabalina,9069,5,Torneo de Sudan
Katarina JOHNSON-THOMPSON,salto largo,955,7,Torneo de Singapore
Katarina JOHNSON-THOMPSON,salto largo,869,10,Torneo de Iceland
Chao-Tsun CHENG,lanzamiento de jabalina,9968,6,Torneo de Syria
Chao-Tsun CHENG,lanzamiento de jabalina,9063,4,Torneo de Equatorial Guinea
Chase EALEY,lanzamiento de bala,2521,5,Torneo de Bahrain
Chase EALEY,lanzamiento de bala,2291,5,Torneo de Kazakhstan
Christopher NILSEN,salto con pertiga,667,10,Torneo de Puerto Rico
Christopher NILSEN,salto con pertiga,606,4,Torneo de Sri Lanka
Yaoguang ZHANG,salto largo,956,1,Torneo de Scotland
Yaoguang ZHANG,salto largo,869,4,Torneo de Madagascar
Tori BOWIE,salto largo,956,5,Torneo de Kyrgyzstan
Tori BOWIE,salto largo,869,8,Torneo de Malaysia
Keturah ORJI,salto triple,1996,10,Torneo de Gabon
Keturah ORJI,salto triple,1814,4,Torneo de France
Hleb DUDARAU,lanzamiento de martillo,8988,9,Torneo de El Salvador
Hleb DUDARAU,lanzamiento de martillo,8178,6,Torneo de Comoros
Bohdan BONDARENKO,salto de altura,261,8,Torneo de Ukraine
Bohdan BONDARENKO,salto de altura,237,10,Torneo de Turkmenistan
Zalina PETRIVSKAYA,lanzamiento de martillo,8992,1,Torneo de Italy
Zalina PETRIVSKAYA,lanzamiento de martillo,8175,9,Torneo de San Marino
Huihui LYU,lanzamiento de jabalina,9959,6,Torneo de Singapore
Huihui LYU,lanzamiento de jabalina,9063,9,Torneo de Bolivia
Anita MÁRTON,lanzamiento de bala,2521,9,Torneo de Honduras
Anita MÁRTON,lanzamiento de bala,2291,3,Torneo de Northern Ireland
Yelena PANOVA,lanzamiento de disco,7904,5,Torneo de United Arab Emirates
Yelena PANOVA,lanzamiento de disco,7186,8,Torneo de Albania
Takashi ETO,salto de altura,261,5,Torneo de Panama
Takashi ETO,salto de altura,237,6,Torneo de Uruguay
Yevgeniy KOROTOVSKIY,lanzamiento de martillo,8987,4,Torneo de Wales
Yevgeniy KOROTOVSKIY,lanzamiento de martillo,8176,10,Torneo de Nigeria
Mykhaylo KOKHAN,lanzamiento de martillo,8975,10,Torneo de Germany
Mykhaylo KOKHAN,lanzamiento de martillo,8178,8,Torneo de New Zealand
Yosiris URRUTIA,salto triple,1996,7,Torneo de Afghanistan
Yosiris URRUTIA,salto triple,1815,2,Torneo de Sao Tome and Principe
Michelle CARTER,lanzamiento de bala,2521,10,Torneo de Pakistan
Michelle CARTER,lanzamiento de bala,2291,5,Torneo de Maldives
Olivia GRUVER,salto con pertiga,667,9,Torneo de Qatar
Olivia GRUVER,salto con pertiga,606,4,Torneo de Ireland
Ninon GUILLON-ROMARIN,salto con pertiga,667,7,Torneo de United Arab Emirates
Ninon GUILLON-ROMARIN,salto con pertiga,606,5,Torneo de New Zealand
Nicola MCDERMOTT,salto de altura,261,10,Torneo de Syria
Nicola MCDERMOTT,salto de altura,237,6,Torneo de Namibia
Paulina GUBA,lanzamiento de bala,2516,2,Torneo de Nicaragua
Paulina GUBA,lanzamiento de bala,2291,10,Torneo de Madagascar
Claudine VITA,lanzamiento de disco,7905,9,Torneo de Sudan
Claudine VITA,lanzamiento de disco,7189,3,Torneo de India
Joel BADEN,salto de altura,261,3,Torneo de Zambia
Joel BADEN,salto de altura,237,9,Torneo de Turkmenistan
Nikola OGRODNÍKOVÁ,lanzamiento de jabalina,9960,6,Torneo de Grenada
Nikola OGRODNÍKOVÁ,lanzamiento de jabalina,9065,4,Torneo de Lithuania
Orazio CREMONA,lanzamiento de bala,2520,5,Torneo de Burkina Faso
Orazio CREMONA,lanzamiento de bala,2294,1,Torneo de Mongolia
Shanieka RICKETTS,salto triple,1995,6,Torneo de Barbados
Shanieka RICKETTS,salto triple,1814,10,Torneo de Kazakhstan
Shara PROCTOR,salto largo,956,3,Torneo de Togo
Shara PROCTOR,salto largo,869,6,Torneo de Taiwan
Ruiting WU,salto triple,1996,9,Torneo de Luxembourg
Ruiting WU,salto triple,1815,4,Torneo de Madagascar
Maggie EWEN,lanzamiento de martillo,8985,10,Torneo de Panama
Maggie EWEN,lanzamiento de martillo,8174,4,Torneo de Venezuela
Serhiy REHEDA,lanzamiento de martillo,8989,6,Torneo de Rwanda
Serhiy REHEDA,lanzamiento de martillo,8177,2,Torneo de Ukraine
Filip MIHALJEVIĆ,lanzamiento de bala,2520,9,Torneo de Tonga
Filip MIHALJEVIĆ,lanzamiento de bala,2291,8,Torneo de Marshall Islands
Ariana INCE,lanzamiento de jabalina,9967,4,Torneo de Kuwait
Ariana INCE,lanzamiento de jabalina,9064,4,Torneo de Norway
Andy DÍAZ,salto triple,1995,4,Torneo de Luxembourg
Andy DÍAZ,salto triple,1815,9,Torneo de Niger
Huiqin XU,salto con pertiga,667,4,Torneo de Tunisia
Huiqin XU,salto con pertiga,606,7,Torneo de Spain
Mesud PEZER,lanzamiento de bala,2521,6,Torneo de Zambia
Mesud PEZER,lanzamiento de bala,2291,5,Torneo de India
Darrell HILL,lanzamiento de bala,2520,4,Torneo de French Guiana
Darrell HILL,lanzamiento de bala,2293,5,Torneo de Northern Ireland
Patrícia MAMONA,salto triple,1996,6,Torneo de Colombia
Patrícia MAMONA,salto triple,1814,6,Torneo de Kuwait
Lukas WEISSHAIDINGER,lanzamiento de disco,7894,10,Torneo de Ivory Coast
Lukas WEISSHAIDINGER,lanzamiento de disco,7188,5,Torneo de Marshall Islands
Jeff HENDERSON,salto largo,956,2,Torneo de Kenya
Jeff HENDERSON,salto largo,869,9,Torneo de Suriname
Yuliya LEVCHENKO,salto de altura,261,6,Torneo de Tajikistan
Yuliya LEVCHENKO,salto de altura,237,5,Torneo de United States
Mutaz Essa BARSHIM,salto de altura,261,6,Torneo de Trinidad and Tobago
Mutaz Essa BARSHIM,salto de altura,237,4,Torneo de Vatican City
Sondre GUTTORMSEN,salto con pertiga,667,7,Torneo de Uruguay
Sondre GUTTORMSEN,salto con pertiga,606,6,Torneo de Lithuania
Brooke ANDERSEN,lanzamiento de martillo,8990,7,Torneo de Mauritius
Brooke ANDERSEN,lanzamiento de martillo,8177,4,Torneo de Wales
Mikhail AKIMENKO,salto de altura,261,9,Torneo de Puerto Rico
Mikhail AKIMENKO,salto de altura,237,10,Torneo de Syria
Daniella HILL,lanzamiento de bala,2518,10,Torneo de Zimbabwe
Daniella HILL,lanzamiento de bala,2291,6,Torneo de Saudi Arabia
Maykel MASSÓ,salto largo,956,5,Torneo de Saint Vincent and the Grenadines
Maykel MASSÓ,salto largo,869,10,Torneo de South Korea
Lois Maikel MARTÍNEZ,lanzamiento de disco,7902,6,Torneo de Ecuador
Lois Maikel MARTÍNEZ,lanzamiento de disco,7187,7,Torneo de Panama
Jennifer SUHR,salto con pertiga,667,4,Torneo de Qatar
Jennifer SUHR,salto con pertiga,606,6,Torneo de Philippines
Olga RYPAKOVA,salto triple,1996,7,Torneo de Eritrea
Olga RYPAKOVA,salto triple,1814,4,Torneo de Oman
Yuki HASHIOKA,salto largo,956,1,Torneo de India
Yuki HASHIOKA,salto largo,869,4,Torneo de Lesotho
Xinyue SU,lanzamiento de disco,7904,3,Torneo de Mauritania
Xinyue SU,lanzamiento de disco,7197,5,Torneo de Puerto Rico
Dzmitry NABOKAU,salto de altura,261,10,Torneo de Uzbekistan
Dzmitry NABOKAU,salto de altura,237,4,Torneo de Puerto Rico
Hanna SKYDAN,lanzamiento de martillo,8989,10,Torneo de Brazil
Hanna SKYDAN,lanzamiento de martillo,8174,1,Torneo de Sudan
Yaroslava MAHUCHIKH,salto de altura,261,2,Torneo de Zimbabwe
Yaroslava MAHUCHIKH,salto de altura,237,8,Torneo de Puerto Rico
Bin FENG,lanzamiento de disco,7905,8,Torneo de Rwanda
Bin FENG,lanzamiento de disco,7191,3,Torneo de Central African Republic
Na LUO,lanzamiento de martillo,8990,1,Torneo de Bahamas
Na LUO,lanzamiento de martillo,8180,6,Torneo de China
Tihomir IVANOV,salto de altura,261,6,Torneo de Senegal
Tihomir IVANOV,salto de altura,237,4,Torneo de Virgin Islands (British)
Andrew IRWIN,salto con pertiga,667,1,Torneo de Puerto Rico
Andrew IRWIN,salto con pertiga,606,5,Torneo de Andorra
Kara WINGER,lanzamiento de jabalina,9966,6,Torneo de Poland
Kara WINGER,lanzamiento de jabalina,9066,7,Torneo de Malta
Valarie ALLMAN,lanzamiento de disco,7905,8,Torneo de French Guiana
Valarie ALLMAN,lanzamiento de disco,7190,7,Torneo de Iraq
Christoph HARTING,lanzamiento de disco,7905,4,Torneo de Norway
Christoph HARTING,lanzamiento de disco,7187,1,Torneo de Mexico
Iryna KLYMETS,lanzamiento de martillo,8992,2,Torneo de Kuwait
Iryna KLYMETS,lanzamiento de martillo,8185,7,Torneo de Nicaragua
Alyona GORDEYEVA,lanzamiento de bala,2521,8,Torneo de Scotland
Alyona GORDEYEVA,lanzamiento de bala,2292,6,Torneo de Bhutan
Annika Marie FUCHS,lanzamiento de jabalina,9967,2,Torneo de Italy
Annika Marie FUCHS,lanzamiento de jabalina,9064,1,Torneo de Serbia
Apostolos PARELLIS,lanzamiento de disco,7898,1,Torneo de Iraq
Apostolos PARELLIS,lanzamiento de disco,7188,4,Torneo de Bolivia
Maksim NEDASEKAU,salto de altura,261,3,Torneo de Marshall Islands
Maksim NEDASEKAU,salto de altura,237,7,Torneo de Uruguay
Sam MATTIS,lanzamiento de disco,7905,5,Torneo de Uganda
Sam MATTIS,lanzamiento de disco,7190,4,Torneo de Vietnam
Eda TUĞSUZ,lanzamiento de jabalina,9965,8,Torneo de India
Eda TUĞSUZ,lanzamiento de jabalina,9071,8,Torneo de Trinidad and Tobago
Fernanda MARTINS,lanzamiento de disco,7904,5,Torneo de Liberia
Fernanda MARTINS,lanzamiento de disco,7186,10,Torneo de Sao Tome and Principe
Thiago BRAZ,salto con pertiga,667,8,Torneo de Zambia
Thiago BRAZ,salto con pertiga,606,9,Torneo de Saint Lucia
Özkan BALTACI,lanzamiento de martillo,8990,8,Torneo de Wales
Özkan BALTACI,lanzamiento de martillo,8175,6,Torneo de Congo Democratic Republic of the
Daniil TSYPLAKOV,salto de altura,261,9,Torneo de Venezuela
Daniil TSYPLAKOV,salto de altura,237,6,Torneo de Slovakia
Shadae LAWRENCE,lanzamiento de disco,7905,3,Torneo de Myanmar
Shadae LAWRENCE,lanzamiento de disco,7191,1,Torneo de Ecuador
Paweł WOJCIECHOWSKI,salto con pertiga,667,3,Torneo de Romania
Paweł WOJCIECHOWSKI,salto con pertiga,606,1,Torneo de Slovenia
Shelby MCEWEN,salto de altura,261,5,Torneo de Tuvalu
Shelby MCEWEN,salto de altura,237,6,Torneo de Vatican City
Tatsiana KHALADOVICH,lanzamiento de jabalina,9962,6,Torneo de Serbia
Tatsiana KHALADOVICH,lanzamiento de jabalina,9064,1,Torneo de Grenada
Yelizaveta TSAREVA,lanzamiento de martillo,8990,9,Torneo de Kazakhstan
Yelizaveta TSAREVA,lanzamiento de martillo,8175,2,Torneo de Ukraine
Anderson PETERS,lanzamiento de jabalina,9966,8,Torneo de Liechtenstein
Anderson PETERS,lanzamiento de jabalina,9061,5,Torneo de Colombia
Andwuelle WRIGHT,salto largo,956,2,Torneo de Ukraine
Andwuelle WRIGHT,salto largo,869,2,Torneo de Kazakhstan
Sean DONNELLY,lanzamiento de martillo,8988,3,Torneo de Suriname
Sean DONNELLY,lanzamiento de martillo,8179,7,Torneo de Bahrain
Majd Eddin GHAZAL,salto de altura,261,5,Torneo de United States
Majd Eddin GHAZAL,salto de altura,237,3,Torneo de South Africa
Mason FINLEY,lanzamiento de disco,7901,4,Torneo de Somalia
Mason FINLEY,lanzamiento de disco,7186,6,Torneo de Qatar
Chengetayi MAPAYA,salto triple,1996,9,Torneo de Switzerland
Chengetayi MAPAYA,salto triple,1814,7,Torneo de Macedonia
Armand DUPLANTIS,salto con pertiga,667,1,Torneo de Rwanda
Armand DUPLANTIS,salto con pertiga,606,1,Torneo de Czechia
Kristin GIERISCH,salto triple,1996,7,Torneo de Suriname
Kristin GIERISCH,salto triple,1814,4,Torneo de Kyrgyzstan
Tomáš STANĚK,lanzamiento de bala,2521,7,Torneo de Monaco
Tomáš STANĚK,lanzamiento de bala,2293,6,Torneo de Benin
Rudy WINKLER,lanzamiento de martillo,8991,2,Torneo de Eritrea
Rudy WINKLER,lanzamiento de martillo,8174,8,Torneo de Nepal
Anita WŁODARCZYK,lanzamiento de martillo,8990,4,Torneo de Sudan
Anita WŁODARCZYK,lanzamiento de martillo,8175,1,Torneo de Vanuatu
Tori FRANKLIN,salto triple,1995,7,Torneo de Panama
Tori FRANKLIN,salto triple,1814,7,Torneo de Solomon Islands
Donald SCOTT,salto triple,1995,4,Torneo de Suriname
Donald SCOTT,salto triple,1814,7,Torneo de Mozambique
Jordan Alejandro DÍAZ FORTUN,salto triple,1996,1,Torneo de Norway
Jordan Alejandro DÍAZ FORTUN,salto triple,1815,1,Torneo de Fiji
Mateusz PRZYBYLKO,salto de altura,261,10,Torneo de Uganda
Mateusz PRZYBYLKO,salto de altura,237,2,Torneo de Ukraine
Kenyattia HACKWORTH,salto largo,956,1,Torneo de Maldives
Kenyattia HACKWORTH,salto largo,869,3,Torneo de Colombia
Daniela STANCIU,salto de altura,261,6,Torneo de Zimbabwe
Daniela STANCIU,salto de altura,237,6,Torneo de Puerto Rico
Katie NAGEOTTE,salto con pertiga,667,10,Torneo de Saudi Arabia
Katie NAGEOTTE,salto con pertiga,606,4,Torneo de Saint Kitts and Nevis
Elizabeth GLEADLE,lanzamiento de jabalina,9966,8,Torneo de Ecuador
Elizabeth GLEADLE,lanzamiento de jabalina,9063,8,Torneo de Benin
Sandi MORRIS,salto con pertiga,667,2,Torneo de Sudan
Sandi MORRIS,salto con pertiga,606,8,Torneo de Ukraine
Chantel MALONE,salto largo,956,2,Torneo de Saint Kitts and Nevis
Chantel MALONE,salto largo,869,1,Torneo de Saint Vincent and the Grenadines
Whitney ASHLEY,lanzamiento de disco,7905,9,Torneo de Qatar
Whitney ASHLEY,lanzamiento de disco,7194,6,Torneo de Sweden
Ilya IVANYUK,salto de altura,261,7,Torneo de Puerto Rico
Ilya IVANYUK,salto de altura,237,6,Torneo de United Kingdom
Kimberly WILLIAMS,salto triple,1996,4,Torneo de Cuba
Kimberly WILLIAMS,salto triple,1814,3,Torneo de Tuvalu
Jakub VADLEJCH,lanzamiento de jabalina,9967,4,Torneo de Austria
Jakub VADLEJCH,lanzamiento de jabalina,9062,9,Torneo de Switzerland
Daniel STÅHL,lanzamiento de disco,7905,3,Torneo de Saint Kitts and Nevis
Daniel STÅHL,lanzamiento de disco,7189,8,Torneo de Austria
Abigail IROZURU,salto largo,955,9,Torneo de Uruguay
Abigail IROZURU,salto largo,869,3,Torneo de United States
Sophie MCKINNA,lanzamiento de bala,2520,10,Torneo de Philippines
Sophie MCKINNA,lanzamiento de bala,2291,5,Torneo de Niger
Ryan CROUSER,lanzamiento de bala,2520,1,Torneo de Central African Republic
Ryan CROUSER,lanzamiento de bala,2291,8,Torneo de Egypt
Rachel FATHERLY,lanzamiento de bala,2519,9,Torneo de Congo Republic of the
Rachel FATHERLY,lanzamiento de bala,2291,3,Torneo de Papua New Guinea
Alex ROSE,lanzamiento de disco,7904,10,Torneo de Peru
Alex ROSE,lanzamiento de disco,7186,4,Torneo de Spain
Hanna MALYSHIK,lanzamiento de martillo,8992,4,Torneo de Slovenia
Hanna MALYSHIK,lanzamiento de martillo,8181,5,Torneo de Chile
Maryna BEKH-ROMANCHUK,salto largo,956,1,Torneo de Sudan
Maryna BEKH-ROMANCHUK,salto largo,869,2,Torneo de Venezuela
Svetlana RADZIVIL,salto de altura,261,5,Torneo de Zambia
Svetlana RADZIVIL,salto de altura,237,5,Torneo de Turkey
Kristin PUDENZ,lanzamiento de disco,7905,8,Torneo de Argentina
Kristin PUDENZ,lanzamiento de disco,7187,3,Torneo de Georgia
Piotr MAŁACHOWSKI,lanzamiento de disco,7903,4,Torneo de Rwanda
Piotr MAŁACHOWSKI,lanzamiento de disco,7186,6,Torneo de Cambodia
Anzhelika SIDOROVA,salto con pertiga,667,6,Torneo de Sri Lanka
Anzhelika SIDOROVA,salto con pertiga,606,9,Torneo de Zambia
Michaela MEIJER,salto con pertiga,667,10,Torneo de Myanmar
Michaela MEIJER,salto con pertiga,606,8,Torneo de Tuvalu
Alexis COPELLO,salto triple,1995,8,Torneo de Senegal
Alexis COPELLO,salto triple,1815,7,Torneo de Congo Democratic Republic of the
Diana ZAGAINOVA,salto triple,1996,10,Torneo de Malta
Diana ZAGAINOVA,salto triple,1816,3,Torneo de Colombia
Juan Miguel ECHEVARRÍA,salto largo,956,5,Torneo de Ghana
Juan Miguel ECHEVARRÍA,salto largo,869,2,Torneo de Zambia
Olha SALADUKHA,salto triple,1996,4,Torneo de United Arab Emirates
Olha SALADUKHA,salto triple,1814,5,Torneo de Croatia
DeAnna PRICE,lanzamiento de martillo,8987,3,Torneo de Grenada
DeAnna PRICE,lanzamiento de martillo,8176,2,Torneo de Malaysia
Dmitriy TARABIN,lanzamiento de jabalina,9963,6,Torneo de Belize
Dmitriy TARABIN,lanzamiento de jabalina,9085,2,Torneo de Andorra
Julian WEBER,lanzamiento de jabalina,9968,10,Torneo de Oman
Julian WEBER,lanzamiento de jabalina,9061,3,Torneo de Senegal
Dimitriana SURDU,lanzamiento de bala,2521,1,Torneo de Wales
Dimitriana SURDU,lanzamiento de bala,2291,6,Torneo de South Sudan
Piotr LISEK,salto con pertiga,667,2,Torneo de Tanzania
Piotr LISEK,salto con pertiga,606,8,Torneo de Slovenia
Chukwuebuka ENEKWECHI,lanzamiento de bala,2521,6,Torneo de Benin
Chukwuebuka ENEKWECHI,lanzamiento de bala,2292,5,Torneo de Monaco
Armin SINANČEVIĆ,lanzamiento de bala,2520,4,Torneo de Sierra Leone
Armin SINANČEVIĆ,lanzamiento de bala,2292,2,Torneo de Syria
Brittany CREW,lanzamiento de bala,2521,8,Torneo de Ivory Coast
Brittany CREW,lanzamiento de bala,2291,7,Torneo de Qatar
Ivana ŠPANOVIĆ,salto largo,956,8,Torneo de Panama
Ivana ŠPANOVIĆ,salto largo,869,1,Torneo de Singapore
Ling LI,salto con pertiga,667,7,Torneo de Zambia
Ling LI,salto con pertiga,606,2,Torneo de Guinea-Bissau
Reggie JAGERS III,lanzamiento de disco,7905,3,Torneo de Argentina
Reggie JAGERS III,lanzamiento de disco,7188,7,Torneo de Bulgaria
Andreas HOFMANN,lanzamiento de jabalina,9964,5,Torneo de Serbia
Andreas HOFMANN,lanzamiento de jabalina,9067,1,Torneo de Russia
Kc LIGHTFOOT,salto con pertiga,667,4,Torneo de Panama
Kc LIGHTFOOT,salto con pertiga,606,8,Torneo de Saint Lucia
Liadagmis POVEA,salto triple,1996,7,Torneo de Cabo Verde
Liadagmis POVEA,salto triple,1815,3,Torneo de Niger
Jonathan JONES,lanzamiento de bala,2521,6,Torneo de Zimbabwe
Jonathan JONES,lanzamiento de bala,2293,1,Torneo de Sri Lanka
Karyna DEMIDIK,salto de altura,261,2,Torneo de Virgin Islands (British)
Karyna DEMIDIK,salto de altura,237,6,Torneo de Sao Tome and Principe
Thea LAFOND,salto triple,1996,7,Torneo de Scotland
Thea LAFOND,salto triple,1814,10,Torneo de Belgium
Marcel LOMNICKÝ,lanzamiento de martillo,8989,7,Torneo de Sri Lanka
Marcel LOMNICKÝ,lanzamiento de martillo,8174,8,Torneo de Georgia
Zheng WANG,lanzamiento de martillo,8988,5,Torneo de Norway
Zheng WANG,lanzamiento de martillo,8178,3,Torneo de Saint Kitts and Nevis
Robeilys PEINADO,salto con pertiga,666,9,Torneo de Wales
Robeilys PEINADO,salto con pertiga,606,10,Torneo de Lesotho
Janeah STEWART,lanzamiento de martillo,8992,10,Torneo de New Zealand
Janeah STEWART,lanzamiento de martillo,8179,2,Torneo de Hungary
Alin Alexandru FIRFIRICA,lanzamiento de disco,7905,3,Torneo de Chad
Alin Alexandru FIRFIRICA,lanzamiento de disco,7187,3,Torneo de Myanmar
Steffin MCCARTER,salto largo,956,5,Torneo de Pakistan
Steffin MCCARTER,salto largo,869,1,Torneo de Spain
Bob BERTEMES,lanzamiento de bala,2521,1,Torneo de United Arab Emirates
Bob BERTEMES,lanzamiento de bala,2292,5,Torneo de Virgin Islands (British)
Denis LUKYANOV,lanzamiento de martillo,8980,3,Torneo de Uganda
Denis LUKYANOV,lanzamiento de martillo,8180,6,Torneo de Burkina Faso
Ese BRUME,salto largo,956,9,Torneo de Libya
Ese BRUME,salto largo,869,5,Torneo de Saint Lucia
Andressa DE MORAIS,lanzamiento de disco,7895,7,Torneo de Belarus
Andressa DE MORAIS,lanzamiento de disco,7186,6,Torneo de Ireland
Nikoleta KIRIAKOPOULOU,salto con pertiga,667,2,Torneo de Latvia
Nikoleta KIRIAKOPOULOU,salto con pertiga,606,1,Torneo de Tunisia
Yekaterina STROKOVA,lanzamiento de disco,7905,3,Torneo de Ethiopia
Yekaterina STROKOVA,lanzamiento de disco,7191,1,Torneo de New Zealand
Nafissatou THIAM,salto de altura,261,2,Torneo de Vanuatu
Nafissatou THIAM,salto de altura,237,8,Torneo de Maldives
Nick MILLER,lanzamiento de martillo,8992,9,Torneo de Iraq
Nick MILLER,lanzamiento de martillo,8177,8,Torneo de Malaysia
Mariya LASITSKENE,salto de altura,261,3,Torneo de Virgin Islands (British)
Mariya LASITSKENE,salto de altura,237,1,Torneo de Puerto Rico
Will CLAYE,salto largo,956,9,Torneo de Guinea-Bissau
Will CLAYE,salto largo,870,6,Torneo de Paraguay
Laulauga TAUSAGA,lanzamiento de disco,7904,6,Torneo de Yemen
Laulauga TAUSAGA,lanzamiento de disco,7187,3,Torneo de Suriname
Jianan WANG,salto largo,956,9,Torneo de Thailand
Jianan WANG,salto largo,869,7,Torneo de Zimbabwe
Magnus KIRT,lanzamiento de jabalina,9958,10,Torneo de Finland
Magnus KIRT,lanzamiento de jabalina,9065,2,Torneo de Nigeria
Jordan GEIST,lanzamiento de bala,2521,6,Torneo de Mali
Jordan GEIST,lanzamiento de bala,2291,5,Torneo de Vanuatu
Martin WIERIG,lanzamiento de disco,7899,1,Torneo de Sri Lanka
Martin WIERIG,lanzamiento de disco,7187,5,Torneo de Albania
Mélina ROBERT-MICHON,lanzamiento de disco,7903,2,Torneo de Guatemala
Mélina ROBERT-MICHON,lanzamiento de disco,7186,1,Torneo de Russia
Malaika MIHAMBO,salto largo,956,5,Torneo de Mauritania
Malaika MIHAMBO,salto largo,869,9,Torneo de Zimbabwe
Nelson ÉVORA,salto triple,1996,3,Torneo de Macedonia
Nelson ÉVORA,salto triple,1814,3,Torneo de Turkey
Maria ANDREJCZYK,lanzamiento de jabalina,9967,9,Torneo de Austria
Maria ANDREJCZYK,lanzamiento de jabalina,9062,2,Torneo de Gambia
Martina RATEJ,lanzamiento de jabalina,9968,5,Torneo de Antigua and Barbuda
Martina RATEJ,lanzamiento de jabalina,9067,1,Torneo de Georgia
Sandra PERKOVIĆ,lanzamiento de disco,7903,5,Torneo de Nigeria
Sandra PERKOVIĆ,lanzamiento de disco,7189,3,Torneo de Zambia
Portious WARREN,lanzamiento de bala,2521,7,Torneo de Burundi
Portious WARREN,lanzamiento de bala,2291,2,Torneo de Guinea-Bissau
Cole WALSH,salto con pertiga,667,10,Torneo de Suriname
Cole WALSH,salto con pertiga,606,1,Torneo de Poland
Anna AVDEYEVA,lanzamiento de bala,2518,6,Torneo de Luxembourg
Anna AVDEYEVA,lanzamiento de bala,2293,3,Torneo de Kiribati
Nafissatou THIAM,salto largo,956,7,Torneo de Angola
Nafissatou THIAM,salto largo,869,10,Torneo de Latvia
Yaming ZHU,salto triple,1996,3,Torneo de Puerto Rico
Yaming ZHU,salto triple,1815,8,Torneo de Uganda
Holly BRADSHAW,salto con pertiga,667,3,Torneo de Papua New Guinea
Holly BRADSHAW,salto con pertiga,606,7,Torneo de South Africa
Zarck VISSER,salto largo,956,2,Torneo de Virgin Islands (British)
Zarck VISSER,salto largo,869,3,Torneo de Germany
Malwina KOPRON,lanzamiento de martillo,8992,10,Torneo de Papua New Guinea
Malwina KOPRON,lanzamiento de martillo,8175,2,Torneo de Mongolia
Maggie EWEN,lanzamiento de bala,2521,5,Torneo de Oman
Maggie EWEN,lanzamiento de bala,2293,4,Torneo de Turkey
Almir DOS SANTOS,salto triple,1994,1,Torneo de Namibia
Almir DOS SANTOS,salto triple,1814,10,Torneo de Haiti
Necatí ER,salto triple,1996,9,Torneo de Tunisia
Necatí ER,salto triple,1814,10,Torneo de Philippines
Serhiy PEREVOZNIKOV,lanzamiento de martillo,8992,10,Torneo de Australia
Serhiy PEREVOZNIKOV,lanzamiento de martillo,8174,10,Torneo de Somalia
Lijiao GONG,lanzamiento de bala,2521,4,Torneo de Czechia
Lijiao GONG,lanzamiento de bala,2291,8,Torneo de Saint Lucia
Alexandra TAVERNIER,lanzamiento de martillo,8990,9,Torneo de Russia
Alexandra TAVERNIER,lanzamiento de martillo,8179,9,Torneo de Lebanon
Ana PELETEIRO,salto triple,1996,2,Torneo de United Kingdom
Ana PELETEIRO,salto triple,1814,1,Torneo de French Guiana
Caterine IBARGUEN,salto largo,956,10,Torneo de Tanzania
Caterine IBARGUEN,salto largo,869,10,Torneo de Uzbekistan
